ticker,instrument_key
727SHFL27.NS,NSE_EQ|INE667F07JA5
727SK32.NS,NSE_EQ|IN3020210040
727TCHFL28.NS,NSE_EQ|INE033L07IN3
727TN32.NS,NSE_EQ|IN3120240186
727TN54.NS,NSE_EQ|IN3120240129
727TS47.NS,NSE_EQ|IN4520240529
727TS49.NS,NSE_EQ|IN4520240537
727UP41.NS,NSE_EQ|IN3320240101
72841ABH30.NS,NSE_EQ|INE831R07623
728AP36.NS,NSE_EQ|IN1020240769
728CG34.NS,NSE_EQ|IN3520240067
728GA37.NS,NSE_EQ|IN1420250111
728GJ29.NS,NSE_EQ|IN1520190167
728HP47.NS,NSE_EQ|IN1720250068
728IREDA35.NS,NSE_EQ|INE202E08268
728IRFC30.NS,NSE_EQ|INE053F07801
728IRFC40.NS,NSE_EQ|INE053F08478
728JH36.NS,NSE_EQ|IN3720200069
728JH37.NS,NSE_EQ|IN3720210035
728JK30.NS,NSE_EQ|IN1820190149
728JK54.NS,NSE_EQ|IN4920240079
728KL30.NS,NSE_EQ|IN2020190186
728MP45.NS,NSE_EQ|IN2120240022
728NTPC30B.NS,NSE_EQ|INE733E07JS0
728OR49.NS,NSE_EQ|IN2720250108
728PHFL28.NS,NSE_EQ|INE572E07258
728RECL40.NS,NSE_EQ|INE020B08FO3
728SK30.NS,NSE_EQ|IN3020190036
728TFSIL28.NS,NSE_EQ|INE692Q07605
728TS35.NS,NSE_EQ|IN4520210233
728TS38.NS,NSE_EQ|IN4520240263
728TS45.NS,NSE_EQ|IN4520240271
728TS46.NS,NSE_EQ|IN4520240248
728UP29.NS,NSE_EQ|IN3320190124
728UP32.NS,NSE_EQ|IN3320210229
728WB39.NS,NSE_EQ|IN3420240258
72959ABC28.NS,NSE_EQ|INE674K07069
729AP30.NS,NSE_EQ|IN1020190410
729AP34.NS,NSE_EQ|IN1020220019
729BR30.NS,NSE_EQ|IN1320190177
729CG30.NS,NSE_EQ|IN3520230019
729GA29.NS,NSE_EQ|IN1420190135
729GA29A.NS,NSE_EQ|IN1420190143
729GJ32.NS,NSE_EQ|IN1520210239
729GR2033.NS,NSE_EQ|IN0020220144
729HP31.NS,NSE_EQ|IN1720230029
729HR29.NS,NSE_EQ|IN1620230061
729HR37.NS,NSE_EQ|IN1620250218
729JK45.NS,NSE_EQ|IN4920240129
729KA34.NS,NSE_EQ|IN1920210250
729KA36.NS,NSE_EQ|IN1920200624
729KA37.NS,NSE_EQ|IN1920200632
729KA39.NS,NSE_EQ|IN1920200673
729KL49.NS,NSE_EQ|IN2020230024
729KL51.NS,NSE_EQ|IN2020230040
729MH35.NS,NSE_EQ|IN2220250400
729MH50.NS,NSE_EQ|IN2220250350
729ML29.NS,NSE_EQ|IN2420190059
729MP30.NS,NSE_EQ|IN2120190102
729MP35.NS,NSE_EQ|IN2120190193
729MZ33.NS,NSE_EQ|IN2520210054
729NHB31.NS,NSE_EQ|INE557F08GC8
729NHPC32.NS,NSE_EQ|INE848E08383
729NHPC33.NS,NSE_EQ|INE848E08391
729NHPC34.NS,NSE_EQ|INE848E08409
729NHPC35.NS,NSE_EQ|INE848E08417
729NHPC36.NS,NSE_EQ|INE848E08425
729NHPC37.NS,NSE_EQ|INE848E08433
729NHPC38.NS,NSE_EQ|INE848E08441
729NHPC39.NS,NSE_EQ|INE848E08458
729NHPC40.NS,NSE_EQ|INE848E08466
729NHPC41.NS,NSE_EQ|INE848E08474
729NL29.NS,NSE_EQ|IN2620190040
729PN33.NS,NSE_EQ|IN2820250131
729PY26.NS,NSE_EQ|IN3820230040
729RJ32.NS,NSE_EQ|IN2920210563
729RJ34.NS,NSE_EQ|IN2920240206
729RJ37.NS,NSE_EQ|IN2920250296
729TN53.NS,NSE_EQ|IN3120230062
729TN54.NS,NSE_EQ|IN3120240194
729TR36.NS,NSE_EQ|IN3220200064
729TS40.NS,NSE_EQ|IN4520240222
729TS42.NS,NSE_EQ|IN4520240230
729UK29.NS,NSE_EQ|IN3620190071
729UP29.NS,NSE_EQ|IN3320190157
729WB29.NS,NSE_EQ|IN3420190156
729WB38.NS,NSE_EQ|IN3420240241
72AP30.NS,NSE_EQ|IN1020190360
72AP36.NS,NSE_EQ|IN1020240736
72AS29.NS,NSE_EQ|IN1220190111
72AS40.NS,NSE_EQ|IN1220240189
72AS45.NS,NSE_EQ|IN1220240197
72CG34.NS,NSE_EQ|IN3520240042
72GA31.NS,NSE_EQ|IN1420200272
72HP35.NS,NSE_EQ|IN1720190090
72JH35.NS,NSE_EQ|IN3720200051
72JK29.NS,NSE_EQ|IN1820190131
72JK47.NS,NSE_EQ|IN4920240228
72KA31.NS,NSE_EQ|IN1920190163
72KA37.NS,NSE_EQ|IN1920240281
72KL42.NS,NSE_EQ|IN2020240270
72KL56.NS,NSE_EQ|IN2020210091
72MH28.NS,NSE_EQ|IN2220230030
72MH34.NS,NSE_EQ|IN2220250384
72MH36.NS,NSE_EQ|IN2220250343
72ML29.NS,NSE_EQ|IN2420190042
72MN40.NS,NSE_EQ|IN2320240061
72MP33.NS,NSE_EQ|IN2120250252
72MZ29.NS,NSE_EQ|IN2520190041
72MZ31.NS,NSE_EQ|IN2520240044
72NL29.NS,NSE_EQ|IN2620190032
72OR32.NS,NSE_EQ|IN2720240109
72OR45.NS,NSE_EQ|IN2720240091
72RJ42.NS,NSE_EQ|IN2920240461
72RJ46.NS,NSE_EQ|IN2920200754
72SK35.NS,NSE_EQ|IN3020240021
72TN31.NS,NSE_EQ|IN3120190233
72TN35.NS,NSE_EQ|IN3120250466
72TN36.NS,NSE_EQ|IN3120250417
72TN55.NS,NSE_EQ|IN3120240590
72TS51.NS,NSE_EQ|IN4520200358
72UP31.NS,NSE_EQ|IN3320200303
72UP40.NS,NSE_EQ|IN3320240085
72WB30.NS,NSE_EQ|IN3420190230
73064ABH28.NS,NSE_EQ|INE831R07581
730AS29.NS,NSE_EQ|IN1220190095
730BTL27.NS,NSE_EQ|INE403D08306
730JK29.NS,NSE_EQ|IN1820190115
730KA32.NS,NSE_EQ|IN1920210342
730KL52.NS,NSE_EQ|IN2020240098
730MH38.NS,NSE_EQ|IN2220240070
730MH39.NS,NSE_EQ|IN2220240088
730NIIF28.NS,NSE_EQ|INE246R07806
730PFCL34.NS,NSE_EQ|INE134E08NC5
730PFCL41.NS,NSE_EQ|INE134E07DU0
730PN31.NS,NSE_EQ|IN2820190089
730SICC28.NS,NSE_EQ|INE535H07CP3
730SICC28A.NS,NSE_EQ|INE535H07CQ1
730SIHF28.NS,NSE_EQ|INE213W07343
730SPRL27.NS,NSE_EQ|INE526E07015
730TCHFL28.NS,NSE_EQ|INE033L07IR4
730WB29.NS,NSE_EQ|IN3420190115
731AP42.NS,NSE_EQ|IN1020210556
731AP44.NS,NSE_EQ|IN1020240348
731BR45.NS,NSE_EQ|IN1320250161
731JK45.NS,NSE_EQ|IN4920250151
731KA33.NS,NSE_EQ|IN1920250264
731KA35.NS,NSE_EQ|IN1920210268
731KL32.NS,NSE_EQ|IN2020210208
731KL40.NS,NSE_EQ|IN2020240106
731MN37.NS,NSE_EQ|IN2320250052
731MZ41.NS,NSE_EQ|IN2520250050
731PFCL36.NS,NSE_EQ|INE134E08OB5
731PY35.NS,NSE_EQ|IN3820210067
731RECL39.NS,NSE_EQ|INE020B08FI5
731SDIL40.NS,NSE_EQ|INE507T07161
731TN33.NS,NSE_EQ|IN3120250631
731TN33A.NS,NSE_EQ|IN3120250698
731TN34.NS,NSE_EQ|IN3120250250
731TN54.NS,NSE_EQ|IN3120240145
731TS42.NS,NSE_EQ|IN4520240131
731TS50.NS,NSE_EQ|IN4520240214
731TS60.NS,NSE_EQ|IN4520190153
731WB34.NS,NSE_EQ|IN3420190149
732AP43.NS,NSE_EQ|IN1020230133
732AS32.NS,NSE_EQ|IN1220210216
732CG37.NS,NSE_EQ|IN3520240083
732GS2030.NS,NSE_EQ|IN0020230135
732HR33.NS,NSE_EQ|IN1620230087
732HR36.NS,NSE_EQ|IN1620240086
732HR36A.NS,NSE_EQ|IN1620240094
732IREDA29.NS,NSE_EQ|INE202E08243
732KA33.NS,NSE_EQ|IN1920250025
732KA33A.NS,NSE_EQ|IN1920250116
732KA34.NS,NSE_EQ|IN1920210334
732KL41.NS,NSE_EQ|IN2020240064
732KL53.NS,NSE_EQ|IN2020230032
732MH32.NS,NSE_EQ|IN2220230063
732MPL30.NS,NSE_EQ|INE082G08038
732PFCL39.NS,NSE_EQ|INE134E08NB7
732RJ34.NS,NSE_EQ|IN2920240172
732RJ35.NS,NSE_EQ|IN2920250205
732RL35.NS,NSE_EQ|INE020B08FQ8
732TN33.NS,NSE_EQ|IN3120230047
732TN53.NS,NSE_EQ|IN3120230054
732TS36.NS,NSE_EQ|IN4520240164
732TS48.NS,NSE_EQ|IN4520230041
732TS49.NS,NSE_EQ|IN4520230058
732WB38.NS,NSE_EQ|IN3420240225
733AP33.NS,NSE_EQ|IN1020230182
733AP39.NS,NSE_EQ|IN1020240421
733AP40.NS,NSE_EQ|IN1020240413
733AP42.NS,NSE_EQ|IN1020230208
733AP43.NS,NSE_EQ|IN1020230216
733AP43A.NS,NSE_EQ|IN1020240405
733AS32.NS,NSE_EQ|IN1220210257
733GA39.NS,NSE_EQ|IN1420240013
733GS2026.NS,NSE_EQ|IN0020230119
733HR36.NS,NSE_EQ|IN1620240078
733JH34.NS,NSE_EQ|IN3720250015
733JK51.NS,NSE_EQ|IN4920240061
733KA33.NS,NSE_EQ|IN1920250157
733KA37.NS,NSE_EQ|IN1920210284
733KA40.NS,NSE_EQ|IN1920210292
733KL54.NS,NSE_EQ|IN2020240080
733MH31.NS,NSE_EQ|IN2220230055
733MH34.NS,NSE_EQ|IN2220250491
733MH44.NS,NSE_EQ|IN2220240096
733MP42.NS,NSE_EQ|IN2120210058
733NL33.NS,NSE_EQ|IN2620230028
733RJ43.NS,NSE_EQ|IN2920240156
733RJ44.NS,NSE_EQ|IN2920240164
733TN32.NS,NSE_EQ|IN3120240152
733TN33.NS,NSE_EQ|IN3120230039
733TN52.NS,NSE_EQ|IN3120210312
733TN52A.NS,NSE_EQ|IN3120210411
733TN54.NS,NSE_EQ|IN3120190241
733TN57.NS,NSE_EQ|IN3120210429
733TS40.NS,NSE_EQ|IN4520240172
733TS42.NS,NSE_EQ|IN4520240206
733TS60.NS,NSE_EQ|IN4520250304
733UP33.NS,NSE_EQ|IN3320230029
734AP29.NS,NSE_EQ|IN1020230075
734AP35.NS,NSE_EQ|IN1020240330
734AP40.NS,NSE_EQ|IN1020220027
734AP44.NS,NSE_EQ|IN1020240439
734AP48.NS,NSE_EQ|IN1020240249
734AP49.NS,NSE_EQ|IN1020240256
734AP49A.NS,NSE_EQ|IN1020240447
734AS33.NS,NSE_EQ|IN1220230040
734AS33A.NS,NSE_EQ|IN1220230057
734AS35.NS,NSE_EQ|IN1220240205
734CG40.NS,NSE_EQ|IN3520250017
734GA32.NS,NSE_EQ|IN1420210198
734GA35.NS,NSE_EQ|IN1420250137
734GS2064.NS,NSE_EQ|IN0020240035
734HR31.NS,NSE_EQ|IN1620230095
734HR36.NS,NSE_EQ|IN1620240102
734IRFC28.NS,NSE_EQ|INE053F07579
734JK54.NS,NSE_EQ|IN4920240038
734KA34.NS,NSE_EQ|IN1920250082
734KL55.NS,NSE_EQ|IN2020240049
734MH31.NS,NSE_EQ|IN2220230071
734MH34.NS,NSE_EQ|IN2220250475
734MN32.NS,NSE_EQ|IN2320210098
734MN32A.NS,NSE_EQ|IN2320210106
734MP33.NS,NSE_EQ|IN2120250344
734MP34.NS,NSE_EQ|IN2120250401
734NL32.NS,NSE_EQ|IN2620210079
734NRL35.NS,NSE_EQ|INE152D08010
734OR33.NS,NSE_EQ|IN2720250157
734PN32.NS,NSE_EQ|IN2820240165
734PN35.NS,NSE_EQ|IN2820240173
734RJ33.NS,NSE_EQ|IN2920230058
734RJ33A.NS,NSE_EQ|IN2920230082
734RJ34.NS,NSE_EQ|IN2920240149
734RJ45.NS,NSE_EQ|IN2920240107
734RJ45A.NS,NSE_EQ|IN2920240214
734RL30.NS,NSE_EQ|INE020B08FL9
734SIDBI29.NS,NSE_EQ|INE556F08KS8
734TN29.NS,NSE_EQ|IN3120240061
734TN34.NS,NSE_EQ|IN3120240160
734TN34A.NS,NSE_EQ|IN3120250532
734TN43.NS,NSE_EQ|IN3120230104
734TR36.NS,NSE_EQ|IN3220200056
734TS34.NS,NSE_EQ|IN4520210241
734TS35.NS,NSE_EQ|IN4520210282
734TS37.NS,NSE_EQ|IN4520240180
734TS38.NS,NSE_EQ|IN4520250528
734TS44.NS,NSE_EQ|IN4520230140
734TS46.NS,NSE_EQ|IN4520230157
734UCL28.NS,NSE_EQ|INE481G08123
734UCL30.NS,NSE_EQ|INE481G08115
734UK32.NS,NSE_EQ|IN3620210051
734UP32.NS,NSE_EQ|IN3320210237
734WB39.NS,NSE_EQ|IN3420240027
734WB42.NS,NSE_EQ|IN3420240035
735AP36.NS,NSE_EQ|IN1020250370
735AP39.NS,NSE_EQ|IN1020230125
735AP40.NS,NSE_EQ|IN1020230257
735AS39.NS,NSE_EQ|IN1220240049
735BTL27.NS,NSE_EQ|INE403D08272
735CG30.NS,NSE_EQ|IN3520190098
735EXIM28.NS,NSE_EQ|INE514E08GE8
735GJ26.NS,NSE_EQ|IN1520220303
735HP34.NS,NSE_EQ|IN1720240051
735HR33.NS,NSE_EQ|IN1620230053
735HR39.NS,NSE_EQ|IN1620250226
735IRFC31.NS,NSE_EQ|INE053F07884
735JH38.NS,NSE_EQ|IN3720210043
735JK40.NS,NSE_EQ|IN4920250102
735JK46.NS,NSE_EQ|IN4920240111
735JK49.NS,NSE_EQ|IN4920240053
735JK51.NS,NSE_EQ|IN4920240103
735KA36.NS,NSE_EQ|IN1920210276
735KA39.NS,NSE_EQ|IN1920200608
735KA40.NS,NSE_EQ|IN1920200616
735MH32.NS,NSE_EQ|IN2220230089
735MP29.NS,NSE_EQ|IN2120190235
735MZ37.NS,NSE_EQ|IN2520240036
735NABAR31.NS,NSE_EQ|INE261F07057
735NHAI31.NS,NSE_EQ|INE906B07EI0
735NHB32.NS,NSE_EQ|INE557F08GD6
735PFCL35.NS,NSE_EQ|INE134E07570
735PGCIL34.NS,NSE_EQ|INE752E08734
735PY27.NS,NSE_EQ|IN3820230024
735PY30.NS,NSE_EQ|IN3820190087
735PY33.NS,NSE_EQ|IN3820210091
735RECL34.NS,NSE_EQ|INE020B08FE4
735RJ43.NS,NSE_EQ|IN2920230074
735RJ49.NS,NSE_EQ|IN2920240222
735SFL27.NS,NSE_EQ|INE660A07RW8
735SK32.NS,NSE_EQ|IN3020210065
735SPRL28.NS,NSE_EQ|INE526E07023
735TCHFL35.NS,NSE_EQ|INE033L07IQ6
735TN33.NS,NSE_EQ|IN3120230070
735TN33A.NS,NSE_EQ|IN3120230161
735TN34.NS,NSE_EQ|IN3120240137
735TN43.NS,NSE_EQ|IN3120230088
735TS30.NS,NSE_EQ|IN4520190211
735TS36.NS,NSE_EQ|IN4520240115
735TS38.NS,NSE_EQ|IN4520240123
735TS40.NS,NSE_EQ|IN4520240198
735TS45.NS,NSE_EQ|IN4520230082
735UK30.NS,NSE_EQ|IN3620190154
735UP34.NS,NSE_EQ|IN3320210245
735UP39.NS,NSE_EQ|IN3320250076
735WB30.NS,NSE_EQ|IN3420190255
735WB40.NS,NSE_EQ|IN3420240050
735WB43.NS,NSE_EQ|IN3420240068
736AP34.NS,NSE_EQ|IN1020230141
736AP37.NS,NSE_EQ|IN1020230190
736AP38.NS,NSE_EQ|IN1020230232
736AP38A.NS,NSE_EQ|IN1020230349
736AP41.NS,NSE_EQ|IN1020240371
736AP45.NS,NSE_EQ|IN1020240389
736AP48.NS,NSE_EQ|IN1020240397
736CIFL28.NS,NSE_EQ|INE121A07SP3
736GA33.NS,NSE_EQ|IN1420230014
736GA34.NS,NSE_EQ|IN1420240021
736GS2052.NS,NSE_EQ|IN0020220086
736HR33.NS,NSE_EQ|IN1620230079
736HR33A.NS,NSE_EQ|IN1620230103
736HR34.NS,NSE_EQ|IN1620240060
736IOCL29.NS,NSE_EQ|INE242A08551
736IRED39.NS,NSE_EQ|INE202E08235
736JK35.NS,NSE_EQ|IN4920230039
736JK46.NS,NSE_EQ|IN4920240087
736JK49.NS,NSE_EQ|IN4920230260
736KA34.NS,NSE_EQ|IN1920230316
736KA39.NS,NSE_EQ|IN1920210318
736KL36.NS,NSE_EQ|IN2020240031
736KL38.NS,NSE_EQ|IN2020230081
736KL41.NS,NSE_EQ|IN2020230099
736KL54.NS,NSE_EQ|IN2020230248
736MH28.NS,NSE_EQ|IN2220230014
736ML32.NS,NSE_EQ|IN2420230012
736MP33.NS,NSE_EQ|IN2120230015
736MZ38.NS,NSE_EQ|IN2520230037
736MZ38A.NS,NSE_EQ|IN2520230045
736MZ39.NS,NSE_EQ|IN2520240028
736NBFID44.NS,NSE_EQ|INE0KUG08043
736PFCL28.NS,NSE_EQ|INE134E07349
736RJ33.NS,NSE_EQ|IN2920230066
736RJ34.NS,NSE_EQ|IN2920240198
736RJ37.NS,NSE_EQ|IN2920240081
736RJ41.NS,NSE_EQ|IN2920230132
736RJ46.NS,NSE_EQ|IN2920240180
736SBI39.NS,NSE_EQ|INE062A08439
736SBOI39.NS,NSE_EQ|INE062A08421
736TN43.NS,NSE_EQ|IN3120230187
736TN54.NS,NSE_EQ|IN3120230476
736TS36.NS,NSE_EQ|IN4520210290
736TS37.NS,NSE_EQ|IN4520240149
736TS41.NS,NSE_EQ|IN4520230074
736TS50.NS,NSE_EQ|IN4520230470
736UK26.NS,NSE_EQ|IN3620230083
736UP36.NS,NSE_EQ|IN3320250126
736WB32.NS,NSE_EQ|IN3420210293
736WB40.NS,NSE_EQ|IN3420240043
736WB41.NS,NSE_EQ|IN3420230044
736WB43.NS,NSE_EQ|IN3420230036
737AP33.NS,NSE_EQ|IN1020230166
737AP33A.NS,NSE_EQ|IN1020240355
737AP34.NS,NSE_EQ|IN1020250404
737AP36.NS,NSE_EQ|IN1020240363
737AP38.NS,NSE_EQ|IN1020210481
737AP42.NS,NSE_EQ|IN1020210499
737AP43.NS,NSE_EQ|IN1020230117
737AS33.NS,NSE_EQ|IN1220230032
737AS34.NS,NSE_EQ|IN1220240031
737BR30.NS,NSE_EQ|IN1320230015
737CG33.NS,NSE_EQ|IN3520250033
737GA36.NS,NSE_EQ|IN1420250103
737GR2054.NS,NSE_EQ|IN0020230176
737GS2028.NS,NSE_EQ|IN0020230101
737IREDA31.NS,NSE_EQ|INE202E08250
737IRFC29.NS,NSE_EQ|INE053F08411
737JH31.NS,NSE_EQ|IN3720190054
737JK35.NS,NSE_EQ|IN4920230013
737JK38.NS,NSE_EQ|IN4920230021
737KA34.NS,NSE_EQ|IN1920250223
737KA37.NS,NSE_EQ|IN1920230324
737KA38.NS,NSE_EQ|IN1920210300
737KA38A.NS,NSE_EQ|IN1920230332
737MZ39.NS,NSE_EQ|IN2520240010
737NBRD35.NS,NSE_EQ|INE261F08EN9
737NL33.NS,NSE_EQ|IN2620230036
737NL33A.NS,NSE_EQ|IN2620230044
737NTPC35C.NS,NSE_EQ|INE733E07JT8
737PN36.NS,NSE_EQ|IN2820240090
737PN38.NS,NSE_EQ|IN2820230042
737PN42.NS,NSE_EQ|IN2820210176
737RJ34.NS,NSE_EQ|IN2920210548
737RJ34A.NS,NSE_EQ|IN2920230496
737RJ34B.NS,NSE_EQ|IN2920240073
737RJ39.NS,NSE_EQ|IN2920240099
737RJ45.NS,NSE_EQ|IN2920230504
737SK33.NS,NSE_EQ|IN3020230014
737TS36.NS,NSE_EQ|IN4520210258
737TS41.NS,NSE_EQ|IN4520230462
737TS42.NS,NSE_EQ|IN4520240156
737WB40.NS,NSE_EQ|IN3420240019
738ABCL28.NS,NSE_EQ|INE674K07036
738AP35.NS,NSE_EQ|IN1020230174
738AP40.NS,NSE_EQ|IN1020230109
738AP44.NS,NSE_EQ|IN1020240231
738AP49.NS,NSE_EQ|IN1020240298
738CG32.NS,NSE_EQ|IN3520230233
738CG34.NS,NSE_EQ|IN3520230258
738CIFL27.NS,NSE_EQ|INE121A07SN8
738GA33.NS,NSE_EQ|IN1420230030
738GJ30.NS,NSE_EQ|IN1520230013
738GJ30A.NS,NSE_EQ|IN1520230054
738GS2027.NS,NSE_EQ|IN0020220037
738HR34.NS,NSE_EQ|IN1620240052
738HR35.NS,NSE_EQ|IN1620230400
738HR41.NS,NSE_EQ|IN1620250234
738JK49.NS,NSE_EQ|IN4920240095
738JK51.NS,NSE_EQ|IN4920240020
738KA34.NS,NSE_EQ|IN1920250231
738KA34A.NS,NSE_EQ|IN1920250272
738KL44.NS,NSE_EQ|IN2020230230
738KL55.NS,NSE_EQ|IN2020240056
738PFC32.NS,NSE_EQ|INE134E08NM4
738PGCIL34.NS,NSE_EQ|INE752E08759
738PN33.NS,NSE_EQ|IN2820240140
738PN34.NS,NSE_EQ|IN2820240157
738PY38.NS,NSE_EQ|IN3820230057
738PY38A.NS,NSE_EQ|IN3820240023
738REC27TF.NS,NSE_EQ|INE020B07GX4
738RJ33.NS,NSE_EQ|IN2920240131
738TFSIL28.NS,NSE_EQ|INE692Q07571
738TN33.NS,NSE_EQ|IN3120240079
738TN34.NS,NSE_EQ|IN3120240087
738TN54.NS,NSE_EQ|IN3120230468
738TS43.NS,NSE_EQ|IN4520230447
738TS49.NS,NSE_EQ|IN4520230454
738UP34.NS,NSE_EQ|IN3320230284
738UP36.NS,NSE_EQ|IN3320230292
739AP29.NS,NSE_EQ|IN1020230752
739AP30.NS,NSE_EQ|IN1020240017
739AP33.NS,NSE_EQ|IN1020230091
739AP35.NS,NSE_EQ|IN1020230224
739BR39.NS,NSE_EQ|IN1320230247
739CG33.NS,NSE_EQ|IN3520230241
739GA35.NS,NSE_EQ|IN1420250095
739HP34.NS,NSE_EQ|IN1720230128
739HR29.NS,NSE_EQ|IN1620230020
739HR31.NS,NSE_EQ|IN1620230038
739IREDA39.NS,NSE_EQ|INE202E08227
739IRFC34.NS,NSE_EQ|INE053F08403
739JK37.NS,NSE_EQ|IN4920210148
739JK37A.NS,NSE_EQ|IN4920250144
739KL34.NS,NSE_EQ|IN2020230222
739KL52.NS,NSE_EQ|IN2020230057
739ML26.NS,NSE_EQ|IN2420220054
739ML34.NS,NSE_EQ|IN2420240045
739MN35.NS,NSE_EQ|IN2320230021
739MN36.NS,NSE_EQ|IN2320240020
739NHAI31A.NS,NSE_EQ|INE906B07EO8
739PN33.NS,NSE_EQ|IN2820240132
739RJ48.NS,NSE_EQ|IN2920230090
739SIDBI30.NS,NSE_EQ|INE556F08KY6
739TN32.NS,NSE_EQ|IN3120240111
739TN33.NS,NSE_EQ|IN3120230021
739TN33A.NS,NSE_EQ|IN3120230096
739TN33B.NS,NSE_EQ|IN3120230179
739TN34.NS,NSE_EQ|IN3120250656
739TN42.NS,NSE_EQ|IN3120210528
739TN52.NS,NSE_EQ|IN3120210452
739TN53.NS,NSE_EQ|IN3120230120
739TPL28.NS,NSE_EQ|INE725H08253
739TS39.NS,NSE_EQ|IN4520230066
739TS51.NS,NSE_EQ|IN4520230108
739TS59.NS,NSE_EQ|IN4520190146
739UK30.NS,NSE_EQ|IN3620240025
739UP37.NS,NSE_EQ|IN3320210252
739WB42.NS,NSE_EQ|IN3420230267
739WB44.NS,NSE_EQ|IN3420230275
73AP37.NS,NSE_EQ|IN1020250362
73AP38.NS,NSE_EQ|IN1020230158
73AS39.NS,NSE_EQ|IN1220240056
73BOB34.NS,NSE_EQ|INE028A08349
73GS2053.NS,NSE_EQ|IN0020230051
73HP30.NS,NSE_EQ|IN1720190181
73OR39.NS,NSE_EQ|IN2720240125
73PN34.NS,NSE_EQ|IN2820190097
73RJ30.NS,NSE_EQ|IN2920190476
73RJ51.NS,NSE_EQ|IN2920250254
73TACA30.NS,NSE_EQ|INE976I07DA7
73TFSIL29.NS,NSE_EQ|INE692Q07597
73TN32.NS,NSE_EQ|IN3120210510
73TS51.NS,NSE_EQ|IN4520250478
73UK32.NS,NSE_EQ|IN3620250040
73UP30.NS,NSE_EQ|IN3320190280
73WB39.NS,NSE_EQ|IN3420240233
740BTL29.NS,NSE_EQ|INE403D08298
740EXIM29.NS,NSE_EQ|INE514E08GC2
740IIFCL33.NS,NSE_EQ|INE787H07156
740IREDA36.NS,NSE_EQ|INE202E08276
740SIHF28.NS,NSE_EQ|INE213W07319
741AP30.NS,NSE_EQ|IN1020230042
741AP47.NS,NSE_EQ|IN1020240215
741AR34.NS,NSE_EQ|IN1120230033
741BOI34.NS,NSE_EQ|INE084A08201
741GA33.NS,NSE_EQ|IN1420230048
741GJ26.NS,NSE_EQ|IN1520220121
741GS2036.NS,NSE_EQ|IN0020220102
741HP36.NS,NSE_EQ|IN1720230136
741HR40.NS,NSE_EQ|IN1620250242
741JK42.NS,NSE_EQ|IN4920250169
741JK49.NS,NSE_EQ|IN4920240012
741JK53.NS,NSE_EQ|IN4920230096
741KA36.NS,NSE_EQ|IN1920230308
741MN35.NS,NSE_EQ|IN2320230039
741NIIF31.NS,NSE_EQ|INE246R07830
741PN34.NS,NSE_EQ|IN2820230059
741PN34A.NS,NSE_EQ|IN2820240124
741PN42.NS,NSE_EQ|IN2820210168
741RJ33.NS,NSE_EQ|IN2920230124
741RJ34.NS,NSE_EQ|IN2920240065
741RJ39.NS,NSE_EQ|IN2920230165
741SK35.NS,NSE_EQ|IN3020250012
741UP34.NS,NSE_EQ|IN3320230037
741WB39.NS,NSE_EQ|IN3420230051
741WB42.NS,NSE_EQ|IN3420230077
74242ABC30.NS,NSE_EQ|INE674K07077
7425NIIF30.NS,NSE_EQ|INE246R07822
742AP41.NS,NSE_EQ|IN1020230273
742AP43.NS,NSE_EQ|IN1020230281
742AP43A.NS,NSE_EQ|IN1020240157
742AP44.NS,NSE_EQ|IN1020240165
742AP45.NS,NSE_EQ|IN1020240199
742AP46.NS,NSE_EQ|IN1020240207
742AS34.NS,NSE_EQ|IN1220230214
742BR31.NS,NSE_EQ|IN1320250229
742CG31.NS,NSE_EQ|IN3520230035
742GJ31.NS,NSE_EQ|IN1520230260
742GJ33.NS,NSE_EQ|IN1520230286
742HP38.NS,NSE_EQ|IN1720230052
742HR34.NS,NSE_EQ|IN1620240037
742HR35.NS,NSE_EQ|IN1620230392
742KA32.NS,NSE_EQ|IN1920230373
742KA35.NS,NSE_EQ|IN1920230290
742KA35A.NS,NSE_EQ|IN1920250033
742KA39.NS,NSE_EQ|IN1920230282
742KL34.NS,NSE_EQ|IN2020210190
742KL43.NS,NSE_EQ|IN2020230073
742KL46.NS,NSE_EQ|IN2020240072
742KL49.NS,NSE_EQ|IN2020230255
742KL64.NS,NSE_EQ|IN2020230263
742MH34.NS,NSE_EQ|IN2220230311
742MH37.NS,NSE_EQ|IN2220230329
742ML32.NS,NSE_EQ|IN2420230020
742MP44.NS,NSE_EQ|IN2120230213
742MP45.NS,NSE_EQ|IN2120230221
742MP46.NS,NSE_EQ|IN2120230239
742PFC28.NS,NSE_EQ|INE134E08NL6
742RJ32.NS,NSE_EQ|IN2920240057
742RJ39.NS,NSE_EQ|IN2920230462
742SIDBI29.NS,NSE_EQ|INE556F08KW0
742TN33.NS,NSE_EQ|IN3120230153
742TN34.NS,NSE_EQ|IN3120230443
742TN34A.NS,NSE_EQ|IN3120240012
742TN35.NS,NSE_EQ|IN3120250565
742TN43.NS,NSE_EQ|IN3120230112
742TS41.NS,NSE_EQ|IN4520230496
742TS48.NS,NSE_EQ|IN4520240073
742WB36.NS,NSE_EQ|IN3420250133
74342PHF30.NS,NSE_EQ|INE572E07233
743AP31.NS,NSE_EQ|IN1020230059
743AP35.NS,NSE_EQ|IN1020230356
